YEAR,ORISPL,PNAME,PSTATABB,PLPRMFL,PLHTIAN,PLNGENAN,NAMEPCAP,CAPFAC,PLCO2AN
2018,55393,Metcalf Energy Center,CA,NG,15267785,2079832,635,0.3739,907331.9
2018,55395,Crossroads Energy Center (CPU),MS,NG,838654,64074,306.4,0.02387,49838.3
2018,55397,"Dynegy Washington II, LLC",OH,NG,33269127,4649717,714.9,0.74247,1977130.9
2018,55400,Elk Hills Power,CA,NG,21301027.849,3797551,623,0.69584,1265887.22
2018,55401,Rolling Hills Generating LLC,OH,NG,8714280,790934,977.5,0.09237,517879.8
2018,55402,Renaissance Power,MI,NG,10112764,912804,782,0.13325,600986.4
2018,55404,Carville Energy Center,LA,NG,18632744.548,3064512,555,0.63032,1107316.23
2018,55405,Athens Generating Company,NY,NG,25595195,3619820,1221.6,0.33826,1521092.3
2018,55406,"Effingham County Power, LLC",GA,NG,13385443,1808046,596.6,0.34596,795480.6
2018,55409,Calhoun Energy Center,AL,NG,2200977,196584,748,0.03,139242
2018,55411,Hillabee Energy Center,AL,NG,31167402,4376115,822.8,0.60714,1852243.2
2018,55412,Osprey Energy Center,FL,NG,14538043,1982378,644.2,0.35129,863974.8
2018,55414,Shady Hills,FL,NG,7086753,681446.001,1059.2,0.07344,421233.6
2018,55415,Vandolah Power Project,FL,NG,12243603,1153714,728,0.18091,730238.7
2018,55417,Raccoon Creek Power Plant,IL,NG,111003,8876,456,0.00222,6596.3
2018,55418,Hot Spring Energy Facility,AR,NG,24369521,3433630,1429.7,0.27416,1448244.5
2018,55419,Plaquemine Cogen Facility,LA,NG,27662940.665,4441565,987,0.51371,1565445.687
2018,55433,Bayou Cove Peaking Power Plant,LA,NG,1336026,105134,416,0.02885,79396.3
2018,55438,"Elgin Energy Center, LLC",IL,NG,2699698,233355,540,0.04933,160435.8
2018,55439,Tenaska Virginia Generating Station,VA,NG,40861838,5771750,946.1,0.69641,2428534.3
2018,55440,Tenaska Central Alabama Gen Station,AL,NG,32790097,4116919,927.1,0.50692,1948659.5
2018,55447,Columbia Energy Center (MO),MO,NG,91575,7817,162.8,0.00548,5443
2018,55451,Magnolia Combined Cycle Plant,MS,NG,41689639,5554670,1003.5,0.63188,2477560.7
2018,55453,Fountain Valley Power Plant,CO,NG,1545411,130057.998,228,0.06512,91836
2018,55455,Redhawk Generating Facility,AZ,NG,29589080,3591886,1140.3,0.35958,1758440.6
2018,55457,McClain Energy Facility,OK,NG,23833391,3529681,551.3,0.73088,1416386.9
2018,55463,Redbud Power Plant,OK,NG,41249079,5434734,1433.6,0.43276,2451377.3
2018,55464,Deer Park Energy Center,TX,NG,41508514.686,6891970,1176,0.66901,2466789.863
2018,55467,Ouachita Plant,LA,NG,27378991,4009907,903.9,0.50642,1627089.5
2018,55470,South Houston Green Power Site,TX,NG,20555802.933,3900260,861,0.51711,1221606.64
2018,55477,Neil Simpson II (CT2),WY,NG,121569,11679,40,0.03333,7225.4
2018,55478,Lange,SD,NG,109310,9291,40,0.02652,6496.3
2018,55480,Forney Power Plant,TX,NG,76024101,10421597,1894.2,0.62806,4518009.1
2018,55481,Mesquite Generating Station,AZ,NG,42276145,5792067,1383.2,0.47802,2512410.2
2018,55482,Goldendale Generating Station,WA,NG,7888106,1091228,284.3,0.43816,468777.4
2018,55496,Goose Creek Power Plant,IL,NG,383293,31465.002,684,0.00525,22778.7
2018,55499,CalPeak Power - Vaca Dixon,CA,NG,123147,11340,60.5,0.0214,7170.3
2018,55501,Tenaska Kiamichi Generating Station,OK,NG,40442044,5485625,1370,0.45709,2403418.7
2018,55502,Lawrenceburg Energy Facility,IN,NG,52486397,7129285,1232,0.66059,3119197.6
2018,55503,Waterford Plant,OH,NG,43352058,6180696,921.6,0.76558,2576347.8
2018,55504,Limon Generating Station,CO,NG,478861,37685,154.2,0.0279,28652.2
2018,55505,Frank Knutson Station,CO,NG,509328,39650,154.2,0.02935,30339.2
2018,55508,CalPeak Power - Panoche,CA,NG,155337,25513,110.4,0.02638,9116.2
2018,55510,CalPeak Power - Border,CA,NG,125147,11381,60.5,0.02147,7351.2
2018,55512,Cuyamaca Peak Energy,CA,NG,169052,14888,48.7,0.0349,9891.2
2018,55513,CalPeak Power - Enterprise,CA,NG,132502,12241,58.9,0.02372,7753.8
2018,55514,Apex Generating Station,NV,NG,15885648,2301347,600.6,0.43741,944084.9
2018,55516,"Dynegy Fayette II, LLC",PA,NG,32881302,4721517,644.1,0.8368,1954081.6
2018,55517,"Wallingford Energy, LLC",CT,NG,1412090,151653.999,350,0.04946,83917.8
2018,55518,High Desert Power Project,CA,NG,22601955,3019302,852,0.40454,1343200.9
2018,55522,Sundance Power Plant,AZ,NG,4249982,364133.004,695,0.05981,252572.7
2018,55524,York Energy Center,PA,NG,14866098,1838910,1569.4,0.13376,893793
2018,55538,"Escondido Energy Center, LLC",CA,NG,265347,25261,93.9,0.03071,15768.1
2018,55540,Chula Vista Energy Center,CA,NG,59918,3070,44,0.00796,3561.1
2018,55541,Indigo Generation Facility,CA,NG,358003,33375.999,149.7,0.02545,21276
2018,55542,Larkspur Energy Faciity,CA,NG,463259,44783,99.8,0.05122,27530.8
2018,55544,Klamath Generation Peakers,OR,NG,492008,42139,117.6,0.0409,29238.3
2018,55558,"Appleton Coated, LLC",WI,NG,2560961.511,288118.13,66.5,0.49459,152192.662
2018,55600,Binghamton Cogen Plant,NY,NG,35040,3544,47.7,0.00848,2067
2018,55620,Perryville Power Station,LA,NG,27551974,3827526,824.1,0.53019,1637372.7
2018,55622,West Valley Power Plant,UT,NG,2356203,215130,217,0.11317,140024.7
2018,55625,Creed Energy Center,CA,NG,166726,12968,47,0.0315,9907.9
2018,55626,Lambie Energy Center,CA,NG,162123,13299,47,0.0323,9635.5
2018,55627,Goose Haven Energy Center,CA,NG,150843,12447,47,0.03023,8963.7
2018,55640,"LSP University Park, LLC",IL,NG,6389181,631347.996,726,0.09927,379691.8
2018,55641,Riverside Energy Center,WI,NG,22136454,2839949,1402.8,0.23111,1315536.7
2018,55645,Blue Spruce Energy Center,CO,NG,2792751,210818,397.8,0.0605,166085.2
2018,55650,Plains End,CO,NG,67061,6672,114,0.00668,3919.34
2018,55651,Spring Creek Power Plant,OK,NG,2419810,201285,338,0.06798,143809.6
2018,55654,Chambersburg Units 12 & 13,PA,NG,1626181,157853,87.6,0.2057,96640.9
2018,55655,WFEC GenCo LLC,OK,NG,2294117,209742,90,0.26604,134078.588
2018,55656,Pastoria Energy Facility,CA,NG,30991125,4325910,779,0.63392,1841759.6
2018,55661,Newington Energy,NH,NG,6053940,804869,605.5,0.15174,369954
2018,55662,Chehalis Generation Facility,WA,NG,12803757,1741969,698,0.28489,760904.8
2018,55664,Harrison County Power Project,TX,NG,11529384,1572405,570,0.31491,685175
2018,55667,"Lower Mount Bethel Energy, LLC",PA,NG,29002697,3963848,651.6,0.69444,1723592
2018,55672,AL Sandersville Energy Facility,GA,NG,818110,73109,692,0.01206,48621.1
2018,55687,Walter M. Higgins III Generating Station,NV,NG,16971521,2180351,688.4,0.36156,1008593.9
2018,55690,Bethlehem Power Plant,PA,NG,33511162,4159649,1153,0.41184,2006241.8
2018,55694,Ackerman Combined Cycle Plant,MS,NG,22939341,3116556,850.5,0.41831,1363248.8
2018,55698,Hanford Energy Park Peaker,CA,NG,182360,15605,92.2,0.01932,10836.5
2018,55699,Bayswater Peaking Facility,NY,NG,1722495,140751,60.5,0.26558,104473
2018,55700,Mint Farm Generating Station,WA,NG,10152646,1363352,319,0.48788,603354.3
2018,55701,Fremont Energy Center,OH,NG,27914471,2225286,739.5,0.34351,1658918.5
2018,55706,Choctaw County Gen,MS,NG,36021059,5070830,899,0.6439,2140682.2
2018,55710,"Allegheny Energy Units 3, 4 & 5",PA,NG,26283659,3893141,556,0.79932,1561998.2
2018,55714,Magnet Cove Generating Station,AR,NG,12970398,1834885,746,0.28078,770815.9
2018,55718,DTE East China,MI,NG,3239100,266109,357.6,0.08495,192496.6
2018,55733,Bennett Mountain Power Project,ID,NG,1647827,149158,392.8,0.04335,97930.2
2018,55736,"Dynegy Hanging Rock II, LLC",OH,NG,66761598,9286025,1429.8,0.7414,3967549
2018,55738,Buchanan Units 1 & 2,VA,NG,1858017,196485,88,0.25488,110419.5
2018,55748,Los Esteros Critical Energy Facility,CA,NG,2994753,356431,306.1,0.13293,177973.3
2018,55786,Edgewood Energy,NY,NG,1144784,108369,100,0.12371,68032.9
2018,55799,"Otsego Paper, Inc.",MI,NG,697051.567,123354,21.2,0.66422,40738.85
2018,55801,"Marcus Hook Energy, LP",PA,NG,28544835.546,4132590,836.1,0.56423,1696381.877
2018,55802,Valencia Power Plant,NM,NG,1155278,101531.001,656.1,0.01767,68656.5
2018,55807,Henrietta Peaker Plant,CA,NG,344940,32903,98,0.03833,20499.1
2018,55810,"Gilroy Energy Center, LLC",CA,NG,303222,25659,135,0.0217,18020.5
2018,55811,King City Peaking,CA,NG,96422,8584,47.3,0.02072,5635.338
2018,55813,Yuba City Energy Center,CA,NG,374248,32148,47.3,0.07759,21872.748
2018,55818,Frederickson Power LP,WA,NG,5004577,709562,318.3,0.25448,297426.2
2018,55821,Stanton A,FL,NG,12365083,1690975,1017.3,0.18975,734838.2
2018,55833,Auburndale Peaker Energy Center,FL,NG,28002,340,130.1,0.0003,1664
2018,55835,Rocky Mountain Energy Center,CO,NG,19930155,2315659,685.1,0.38585,1184420.4
2018,55836,Island Street Peaking Plant,WI,NG,157266,12377,60.5,0.02335,9351.3
2018,55841,Silverhawk,NV,NG,11762786,1550076,664.7,0.26621,699044.4
2018,55847,Feather River Energy Center,CA,NG,408083,33113,47,0.08043,24252.6
2018,55851,Valero Refinery Cogeneration Unit 1,CA,NG,1847088.189,362289,51,0.81093,107952.199
2018,55853,Inland Empire Energy Center,CA,NG,1465754,201502,819,0.02809,87108.3
2018,55855,Wolfskill Energy Center,CA,NG,112922,9388,47,0.0228,6710.3
2018,55857,Oak Point Cogen,LA,NG,500696.976,96861,23.5,0.47052,29262.999
2018,55861,Stevens Point Mill,WI,NG,83788.454,13687,7.6,0.20558,4896.977
2018,55866,Basin Creek Plant,MT,NG,1209385.998,129764.997,54.9,0.26982,70681.995
2018,55927,Jasper County Generating Facility,SC,NG,35753268,5061072,1001.7,0.57677,2131411.4
2018,55933,Tracy Combined Cycle Power Plant,CA,NG,7202852,868383,336.1,0.29494,428058.2
2018,55934,Century Generating Facility,CA,NG,20013,1266,44.8,0.00323,1169.652
2018,55935,Drews Generating Facility,CA,NG,16686,777,44.8,0.00198,975.204
2018,55936,Rockford II Energy Center,IL,NG,1199275,122646,168,0.08334,71270.9
2018,55938,Ocean Peaking Power,NJ,NG,2656059,257871,574.5,0.05124,157845.6
2018,55939,Warren County Power Station,VA,NG,56474491,8203122,1472.2,0.63607,3356201.5
2018,55951,Agua Mansa Power,CA,NG,86481,7862,60.5,0.01483,5139.6
2018,55963,Riverview Energy Center,CA,NG,207847,18001,47,0.04372,12352
2018,55965,Wansley CC (55965),GA,NG,59732682,8655108,1239,0.79744,3549823.9
2018,55966,Nikiski Co-Generation,AK,NG,3581222.82,404744,80.8,0.57183,209302.88
2018,55972,Cass County Station,NE,NG,1369634,116903,345,0.03868,81396.9
2018,55976,Hunterstown Combined Cycle,PA,NG,37811332,5311726,898,0.67524,2247072.3
2018,55977,Bluffview Power Plant,NM,NG,3084957,371595,67,0.63313,183333.3
2018,55985,Palomar Energy Center,CA,NG,13919861,1925066,559,0.39312,827238
2018,55990,Ashtabula,OH,NG,952498.703,182635,26.1,0.7988,55668.338
2018,55997,Orchard Park,PA,NG,62529,7029,24,0.03343,3654.476
2018,56013,Exira Station,IA,NG,904378,84297.999,181.5,0.05302,53872.1
2018,56018,AMEA Sylacauga Plant,AL,NG,385706,34570,98.6,0.04002,22763.4
2018,56026,Donald Von Raesfeld,CA,NG,6842142,861341,154,0.63848,406623.4
2018,56031,Fox Energy Center,WI,NG,22888650,3644879,618.8,0.6724,1360243.9
2018,56032,Equus  Power I,NY,NG,413114,36705,120,0.03492,24671.3
2018,56038,UMCP CHP Plant,MD,NG,423072.083,84773,27.4,0.35319,24726.248
2018,56039,H. Gonzales,CA,NG,55101,3994,11.8,0.03864,3220.352
2018,56041,Malburg Generating Station,CA,NG,3974356,479363,130,0.42094,236195.8
2018,56046,Magnolia,CA,NG,11267009,1531144,387.6,0.45095,669584.9
2018,56047,CPV Towantic Energy Center,CT,NG,20181039,2948775,841.5,0.40002,1204795.2
2018,56050,Inner Harbor East Heating,MD,NG,96,11,2.1,0.0006,5.611
2018,56051,THUMS,CA,NG,3664413,349699,57.4,0.69547,214164.892
2018,56073,Alliant SBG 9802 Toyota,IA,NG,72,7.84,1,0.00089,4.208
2018,56078,Walnut Energy Center,CA,NG,10279657,1229721,300.6,0.467,610925.8
2018,56080,SJ/SC WPCP,CA,NG,214681.231,32551.001,28.4,0.13084,6314.84
2018,56102,Currant Creek Power Project,UT,NG,18019971,2418275,649,0.42536,1070904.8
2018,56104,Mankato Energy Center,MN,NG,3890304,486335,740,0.07502,231810.9
2018,56108,T J Labbe Electric Generating Station,LA,NG,223586,17832,100.8,0.02019,13287.1
2018,56127,Macon Energy Center,MO,NG,474982.728,86948,10,0.99256,27760.142
2018,56135,Ripon Generation Station,CA,NG,283617,24760,121,0.02336,16854.2
2018,56143,Riverside Energy Resource Center,CA,NG,941003,86351,196,0.05029,55922.6
2018,56144,Springs Generating Station,CA,NG,6529,465,40,0.00133,381.584
2018,56150,McIntosh Combined Cycle Facility,GA,NG,63314762,9053313,1376.6,0.75075,3762711.7
2018,56151,South Harper Peaking Facility,MO,NG,507974,38763.999,351,0.01261,30189
2018,56152,Freeport Energy Center,TX,NG,7591387.148,1434043.18,440,0.37205,443675.046
2018,56164,Faribault Energy Park,MN,NG,4637358,636543,334.5,0.21723,275863.9
2018,56166,Sheboygan Falls Energy Facility,WI,NG,4029955,357301,346.8,0.11761,239494.3
2018,56177,Nebo Power Station,UT,NG,3358078,433490,140,0.35347,199566.7
2018,56184,Red Bluff,CA,NG,142989.008,13845.008,46.4,0.03406,8356.928
2018,56185,Chowchilla II,CA,NG,191132,18428.992,49.6,0.04241,11170.624
2018,56188,Pinelawn Power,NY,NG,1409293,162146,82,0.22573,84689
2018,56190,Central Michigan University,MI,NG,159094.718,30506.79,4.8,0.72552,9298.216
2018,56196,Poletti 500 MW CC,NY,NG,15966874,2127987,528,0.46008,965468.2
2018,56227,Port Westward,OR,NG,17608174,2500920,483,0.59108,1046427.6
2018,56229,Cogeneration 1,AZ,NG,290266.156,56089.28,9,0.71143,16964.469
2018,56232,Miramar Energy Facility,CA,NG,933507,92448,106,0.09956,55477.9
2018,56233,EG178 Facility,TX,NG,6001008.607,786480,153.9,0.58337,350726.121
2018,56234,Caithness Long Island Energy Center,NY,NG,17156207,2477229,348.9,0.81052,1019638.7
2018,56237,Lake Side Power Plant,UT,NG,35860774,4861169,1385,0.40067,2131151.3
2018,56238,Groton Generating Station,SD,NG,1121331,122106,188.5,0.07395,66638.3
2018,56239,Malaga Power,CA,NG,290913,27660,121,0.0261,17289.2
2018,56241,Cannon Falls Energy Center,MN,NG,1319708,114048,346.8,0.03754,78926.6
2018,56248,Shell Chemical,LA,NG,2963747.577,559232,80,0.79799,173214.831
2018,56249,NCEMC Anson Plant,NC,NG,4014007,394528.002,343.8,0.131,243456.6
2018,56253,Millcreek Power,UT,NG,1149954,111468,80,0.15906,67963.9
2018,56259,"Empire Generating Co, LLC",NY,NG,16240810,2184696,653.7,0.38151,965949.9
2018,56283,Hargis-Hebert Electric Generating Statio,LA,NG,355783,29451,100.8,0.03335,21143.5
2018,56292,NCEMC Hamlet Plant,NC,NG,1693604,167245.002,343.8,0.05553,103562.9
2018,56298,Roseville Energy Park,CA,NG,2081563,247650,164,0.17238,123701.7
2018,56309,Trigen St. Louis,MO,NG,265248.471,50605,38,0.15202,15502.322
2018,56326,Mustang Station (56326),TX,NG,10672770,851420.001,510,0.19058,634269
2018,56328,Harry D. Mattison Power Plant,AR,NG,610601,48955,349,0.01601,36026.2
2018,56346,Bear Valley Power Plant,CA,NG,7816.998,56,8.4,0.00076,456.862
2018,56349,Quail Run Energy Center,TX,NG,13127418,1512197,550.4,0.31364,780146.5
2018,56350,Colorado Bend Energy Center,TX,NG,15057536,1759466,580.1,0.34624,894841.9
2018,56356,Clearwater Power Plant,CA,NG,105442.895,14932,49,0.03479,6162.56
2018,56374,Robert Mueller Energy Center,TX,NG,286763.585,28767,6.1,0.53834,16764.017
2018,56397,Hunlock Unit 4,PA,NG,74422,6127,44,0.0159,4423
2018,56400,Treasure Coast Energy Center,FL,NG,13611579,1847869,411.4,0.51275,808924.9
2018,56405,Nevada Solar One,NV,NG,37613.025,112951,75.7,0.17033,2198.276
2018,56407,West County Energy Center,FL,NG,133179039,19840914,4263,0.5313,7919666.9
2018,56445,Spindle Hill Energy Center,CO,NG,3684914,331463,420,0.09009,219113.3
2018,56458,Hobbs Generating Station,NM,NG,31669812,4103439,665.6,0.70377,1882094
2018,56462,Geneva Generation Facility,IL,NG,49839,5736,31.5,0.02079,2912.815
2018,56467,Russell City Energy Company LLC,CA,NG,7403064,1010425,655,0.1761,439953.7
2018,56471,McGrath Generating Station,CA,NG,240390,23962,49.8,0.05493,14286.9
2018,56472,Grapeland Generating Station,CA,NG,126815,9892,59.8,0.01888,7536.7
2018,56473,Mira Loma Generating Station,CA,NG,244322,24008,49.8,0.05503,14519.5
2018,56474,Barre Generating Station,CA,NG,337032,33130,49.8,0.07594,20029
2018,56475,Center Generating Station,CA,NG,180653,14862,59.8,0.02837,10736
2018,56476,Gateway Generating Station,CA,NG,21564198,2929751,619.7,0.53969,1281527.4
2018,56478,MJMEUC Generating Station #1,MO,NG,567955.983,112522,13.3,0.96579,33193.92
2018,56480,Marshfield Utilities Combustion Turbine,WI,NG,17017,1525,60.4,0.00288,1011.3
2018,56482,Black Mountain Generating Station,AZ,NG,808522,79795,121,0.07528,48049.5
2018,56489,Elkins Generating Center,AR,NG,63366.999,5358.999,66,0.00927,3703.455
2018,56497,Goodman Energy Center,KS,NG,1628698.005,168630,103.5,0.18599,95188.482
2018,56500,Western 102 Power Plant,NV,NG,2926884.996,332233.004,118.6,0.31978,171060.414
2018,56502,Emporia Energy Center,KS,NG,6362586,528073.999,730.2,0.08256,378119
2018,56503,Riley Generating Station,MI,NG,16552,1367,10,0.01561,967.375
2018,56504,Municipal Power Plant,MI,NG,1627,135,2,0.00771,95.09
2018,56505,City Water & Light - City of Jonesboro,AR,NG,478787,49980.001,224.3,0.02544,28244.3
2018,56509,Tesoro SLC Cogeneration Plant,UT,NG,2013633.977,182165,30.4,0.68405,117685.89
2018,56513,Whitemarsh Central Utility Plant,PA,NG,2784,248,1.6,0.01769,162.71
2018,56516,Plains End II LLC,CO,NG,95741.002,10611.006,117.6,0.0103,5595.534
2018,56518,South Energy Center,FL,NG,288381.797,52526,11.5,0.5214,16854.338
2018,56532,Colusa Generating Station,CA,NG,21559402,2986301,712.4,0.47853,1281242.3
2018,56556,Paducah Power Systems Plant 1,KY,NG,496038,43932,120,0.04179,29479.1
2018,56569,Niland Gas Turbine Plant,CA,NG,661387,70203,121,0.06623,39304.5
2018,56603,San Jacinto County Peaking Facility,TX,NG,1862888,150105,170,0.1008,110710.7
2018,56604,Hardin County Peaking Facility,TX,NG,589777,45942,173,0.03032,35049.2
2018,56606,Culbertson Station,MT,NG,1103301,110554,91,0.13868,65569.4
2018,56610,Deer Creek Station,SD,NG,6855406,865727,324,0.30502,407409.7
2018,56629,Waterbury Generation,CT,NG,151175,18246,96,0.0217,9032.5
2018,56639,Midway Peaking,CA,NG,560156,49354,139.8,0.0403,33289
2018,56668,NIH Cogeneration Facility,MD,NG,950277.325,160100,50,0.36553,55538.511
2018,56674,Winchester Power Park,TX,NG,355267,38309,242,0.01807,21111.9
2018,56708,CFB Power Plant,TX,NG,11518443.24,893670,310,0.32909,673189.99
2018,56785,Virginia Tech Power Plant,VA,NG,122589.263,21780,6.3,0.39465,7164.672
2018,56787,Geismar Cogen,LA,NG,3123541.611,609515,83.9,0.82931,182553.918
2018,56798,Kleen Energy Systems Project,CT,NG,18699891,2579553,693,0.42492,1127464
2018,56799,Greenland Energy Center,FL,NG,3878354,350162,610.8,0.06544,230812.6
2018,56803,Panoche Energy Center,CA,NG,5763441,615796,432,0.16272,342510
2018,56806,Cedar Bayou 4,TX,NG,9507132,623340,535.5,0.13288,564991.7
2018,56807,Bear Garden Generating Station,VA,NG,28216382,4012754,559,0.81946,1679115.1
2018,56846,CPV St. Charles Energy Center,MD,NG,29696972,4308293,746,0.65927,1764863.9
2018,56908,Mill Creek Generating Station,MT,NG,2761548,220857,203.1,0.12414,164119
2018,56914,Orange Grove Project,CA,NG,377585,33879,118,0.03278,22438.7
2018,56928,Fairfield University CHP Plant,CT,NG,155286.727,24303,4.5,0.61651,9075.659
2018,56940,Valley Energy Center,NY,NG,9080563,1351505,770,0.20037,539705
2018,56948,Coolidge Generating Station,AZ,NG,1559950,155334,726,0.02442,92709.6
2018,56963,West Deptford Energy Station,NJ,NG,27976137,3832025,754.6,0.57971,1662586
2018,56964,Bayonne Energy Center,NJ,NG,7210737,772116.002,644,0.13687,432733.5
2018,56998,Pueblo Airport Generating Station,CO,NG,11130637,1236251.999,540,0.26134,661406.1
2018,57001,El Cajon Energy Center,CA,NG,187778,16736,49.9,0.03829,11159.8
2018,57027,Canyon Power Plant,CA,NG,1946308,181871,200,0.10381,115666.9
2018,57028,Langley Gulch Power Plant,ID,NG,7851126,1131203,318.5,0.40544,466582.8
2018,57029,Cleveland County Generating Facility,NC,NG,7935834,771683,1472,0.05984,477433.5
2018,57036,Southcentral Power Project,AK,NG,6365167,815365,203.9,0.45649,372009.187
2018,57037,David M Ratcliffe,MS,NG,26669913,3547541,840,0.48211,1584956.9
2018,57072,Granite City Works,IL,NG,2001667.94,445897,78,0.65258,150690.235
2018,57122,UCI Facilities Management Central Plant,CA,NG,556069.122,100495,19,0.60379,32499.198
2018,57179,HSCo CHP,CT,NG,142391.869,26942,4,0.76889,8322.026
2018,57206,Soldotna,AK,NG,280780,23756,100,0.02712,16410.055
2018,57267,Marsh Landing Generating Station,CA,NG,2580259,219407,828,0.03025,153343.4
2018,57322,Mont Belvieu Cogeneration Unit,TX,NG,486732.58,89457,15,0.6808,28446.856
2018,57348,CityCenter Central Plant Cogen Units,NV,NG,321584.254,62250,8.6,0.8263,18794.841
2018,57349,Garrison Energy Center,DE,NG,9384841,1335402.19,361,0.42228,559940.2
2018,57482,"Sentinel Energy Center, LLC",CA,NG,4979187,485658,800,0.0693,295906.4
2018,57483,Mariposa Energy Project,CA,NG,1210217,112210,199.6,0.06418,71919.7
2018,57504,TECO CHP-1,TX,NG,400694.754,74235,48,0.17655,23418.416
2018,57505,Monroe Generating Station,NC,NG,72379,5138,30,0.01955,4230.156
2018,57515,Walnut Creek Energy Park,CA,NG,3763553,382025,500,0.08722,223662.4
2018,57555,Pio Pico Energy Center LLC,CA,NG,1492667,150057,395.4,0.04332,88708
2018,57564,Algonquin Power Sanger,CA,NG,1263196,176139,74,0.27172,75070
2018,57573,CCCSD Wastewater Treatment Plnt,CA,NG,129183.405,21790,3.5,0.7107,7550.063
2018,57580,Broadridge Cogen,CA,NG,124942,11302,5,0.25804,7302.176
2018,57584,University of California San Diego,CA,NG,1257833.878,206380,35.5,0.66364,73513.508
2018,57585,Oxnard Paper Mill,CA,NG,1058326.69,189038,29,0.74413,61853.405
2018,57625,"Bos Dairy, LLC",IN,NG,80666,4794,1.5,0.36484,1390.844
2018,57653,Oregon State University Energy Center,OR,NG,226398.916,44050,6.5,0.77362,13233.281
2018,57666,Foxwoods CoGen,CT,NG,696266.054,125724.61,16.2,0.88593,40692.941
2018,57672,Oakdale Renewable Energy Plant,IA,NG,14432,1369,2.8,0.05581,843.472
2018,57703,Cheyenne Prairie Generating Station,WY,NG,1472439,187200.999,220,0.09714,87503.7
2018,57713,"Rohr Inc., a Collins Aerospace Company",CA,NG,166614.999,14598.999,9.6,0.1736,9737.736
2018,57714,City of Palo Alto,CA,NG,398,31,4.4,0.0008,23.26
2018,57715,Watkins Manufacturing Co.,CA,NG,74579,3608,2,0.20594,4358.734
2018,57788,US GSA Heating and Transmission,DC,NG,281179.965,18328,10.8,0.19373,16433.431
2018,57789,Peak Power 1 Cogen,NY,NG,2772.745,507,6.3,0.00919,162.051
2018,57794,St. Joseph Energy Center LLC,IN,NG,26386471,4084428,2142,0.21767,1568116.3
2018,57798,OBP Cogen,NY,NG,186304.539,32944,4.6,0.81755,10888.481
2018,57839,Woodbridge Energy Center,NJ,NG,31298675,4898709,772.9,0.72353,1860036.8
2018,57842,Wabash River Highland Plant,IN,NG,993208,85697,304.5,0.03213,59025
2018,57865,Antelope Elk Energy Center,TX,NG,5965611,272307.996,167.4,0.1857,354527.4
2018,57872,LCEC Generation LLVC,NM,NG,426451,46416,46.5,0.11395,24923.73
2018,57881,Pioneer Generating Station,ND,NG,1980781,398121.996,293.1,0.15506,117715.8
2018,57884,Lake Charles Polymers,LA,NG,1526001,141588,31.1,0.51971,89186.409
2018,57899,Hurricane City Power,UT,NG,55250.002,4894.999,16,0.03492,3662.327
2018,57908,Central Utility Plant Cincinnati,OH,NG,1091244.512,196116.38,47.2,0.47432,63839.506
2018,57916,Spreckels Sugar Company,CA,NG,111441.662,20012.07,8.9,0.25668,6513.155
2018,57943,Lonesome Creek Station,ND,NG,6337832,570853,302.5,0.21542,376651.8
2018,57946,Fredericktown Energy Center,MO,NG,157734,13002,27.6,0.05378,9218.69
2018,57950,MSC Croswell,MI,NG,2547.674,446,1.3,0.03916,148.898
2018,57952,Woodall Gas Plant,TX,NG,319272,24641.001,3,0.93763,18659.703
2018,57966,Southeast Steam Plant,MN,NG,1853.447,321,13,0.00282,119.192
2018,57967,Western Sugar Coop - Torrington,WY,NG,36604.696,6262.32,2,0.35744,2139.344
2018,57977,High Sierra Cogeneration Plant,CA,NG,219090.868,34849,6,0.66303,12804.662
2018,57978,Lodi Energy Center,CA,NG,9981572,1406540,288.9,0.55578,593191.4
2018,58001,Panda Temple Power Station,TX,NG,43226063,5472304,1606.4,0.38888,2568861.3
2018,58005,Panda Sherman Power Station,TX,NG,27606141,3645692,803.2,0.51815,1640589.3
2018,58052,Battle Creek Mill,MI,NG,44078.106,7845,4,0.22389,2576.124
2018,58056,MillerCoors Irwindale Brewery,CA,NG,153937,16470,13.9,0.13526,5323.713
2018,58063,SABIC Innovative Plastics Mt. Vernon,IN,NG,5305445.141,566713,113.5,0.56998,310074.242
2018,58066,"PCA, Filer City Mill",MI,NG,539781.079,83750.668,19.5,0.49029,31255.027
2018,58075,El Dorado Refinery,KS,NG,386741.973,67003,38.9,0.19663,22602.952
2018,58079,Newark Energy Center,NJ,NG,30944938,4512325,735,0.70082,1839010
2018,58083,Fullerton Mill CHP,CA,NG,431332.763,75513,21,0.41049,25209.04
2018,58084,"Kimberly Clark-Unit 1,2,3",CT,NG,1258207.134,236596,36.3,0.74404,73535.323
2018,58100,Kern Oil & Refining Co,CA,NG,444123,31436,4.5,0.79746,25956.56
2018,58116,Cellu Tissue,CT,NG,144848,13542,3,0.5153,8465.573
2018,58117,TNSG South Plant,AK,NG,1225,-480.001,8.4,0,71.594
2018,58122,"Delano Energy Center, LLC",CA,NG,66417,5455,48.5,0.01284,3946.3
2018,58129,Prairies Edge Generating Facility,IN,NG,84000,5500,1.1,0.57078,4909.34
2018,58136,Adkins Energy LLC,IL,NG,143307.857,27612,5,0.63041,8375.56
2018,58138,Otter Creek Ethanol Poet - Ashton,IA,NG,243418.231,45330,7.5,0.68995,14226.464
